%Class,%Class,代码，显示NPC的职业名字。
%Name,%Name,《上古卷轴3：晨风》中的代码，通用对话中显示说话的NPC名字。
Marukh,马鲁克,白猿先知马鲁克。
Marvani Ancestral Tomb,马尔瓦尼先祖墓穴,CEL
Marvayn,马文,NPC_.FNAM
Marvel,马维尔,NPC_.FNAM
Marvos,玛沃斯,NPC_.FNAM
Maryon,马里昂,NPC_.FNAM|WEAP.FNAM
Maryon's Staff,马里昂的法杖,WEAP.FNAM
Marys,马里斯,NPC_.FNAM
Masalinie,玛莎莉妮,NPC_.FNAM
Masalinie Merian,玛莎莉妮·梅里安,NPC_.FNAM
Mash,玛什,NPC_.FNAM
Mash gro-Burol,玛什·格罗-布罗尔,NPC_.FNAM
Masolaude,玛索劳德,NPC_.FNAM
Masoriane,玛索里亚尼,NPC_.FNAM
Masque,马斯克,NPC_.FNAM
Masque of Clavicus Vile,克拉威库斯·维尔的面具,ARMO.FNAM
Massahanud Camp,马沙努德营地,CEL
Massama Cave,马萨马洞穴,CEL
Massarapal,玛萨拉帕,CEL|NPC_.FNAM
Massarapal's Yurt,玛萨拉帕的帐篷,CEL
Masser,马瑟尔,双月之一，双月中较大的月亮，又称“乔德”(Jode)、“玛拉之泪”(Mara's Tear)。
Masseranit,马塞拉尼特,CEL
Massitisun,马斯提松,NPC_.FNAM
Massour,玛索尔,NPC_.FNAM
Massour Asserrumusa,玛索尔·阿瑟如穆沙,NPC_.FNAM
Master,宗主,FACT.RNAM|GMST.STRV
Master Assassin,刺客大师,FACT.RNAM
Master Fire Trap,大师级火焰陷阱,SPEL.FNAM
Master Frost Trap,大师级寒霜陷阱,SPEL.FNAM
Master of Beasts,野兽之主,*详见Hircine词条。
Master of Insidious Wishes,阴险愿景之主,*详见Clavicus Vile词条。
Master of Razors,剃刀之主,*详见Mehrunes Dagon词条。
Master of the Chase,追逐之主,*详见Hircine词条。
Master of the Tides of Fate,命运潮汐之主,*详见Hermaeus Mora词条。
Master Poison Trap,大师级剧毒陷阱,SPEL.FNAM
Master Shock Trap,大师级电击陷阱,SPEL.FNAM
Master Thief,神偷,FACT.RNAM
master tunnel rat,隧道鼠大师,The Elder Scrolls Travels: Stormhold的主角。
Master Wizard,大秘法师,FACT.RNAM
Master Zoaraym,佐拉雷大师,BOOK.FNAM
Master Zoaraym's Tale,《佐拉雷大师的往事》,BOOK.FNAM
Master's Alembic,大师级蒸馏器,APPA.FNAM
Master's Armorer's Hammer,大师级修理锤,REPA.FNAM
Master's Calcinator,大师级煅烧器,APPA.FNAM
Master's Lockpick,大师级开锁器,LOCK.FNAM
Master's Mortar and Pestle,大师级研钵研杵,APPA.FNAM
Master's Probe,大师级陷阱探针,PROB.FNAM
Master's Retort,大师级曲颈瓶,APPA.FNAM
Master-at-Arms,武器大师,CLAS.FNAM
Masterful Balanced Armor,精通平衡甲,SPEL.FNAM
Masterful Deep Biting,精通深噬,SPEL.FNAM
Masterful Denial,精通抵抗,SPEL.FNAM
Masterful Enterprise,精通经商,SPEL.FNAM
Masterful Fleetness,精通之速,SPEL.FNAM
Masterful Fluid Evasion,精通顺避,SPEL.FNAM
Masterful Glib Speech,精通巧舌,SPEL.FNAM
Masterful Golden Wisdom,精通黄金智慧,SPEL.FNAM
Masterful Green Wisdom,精通绿色智慧,SPEL.FNAM
Masterful Hewing,精通劈砍,SPEL.FNAM
Masterful Horny Fist,精通坚拳,SPEL.FNAM
Masterful Impaling Thrust,精通钉刺,SPEL.FNAM
Masterful Leaping,精通之跃,SPEL.FNAM
Masterful Martial Craft,精通武术技巧,SPEL.FNAM
Masterful Nimble Armor,精通灵甲,SPEL.FNAM
Masterful Red Wisdom,精通红色智慧,SPEL.FNAM
Masterful Safekeeping,可靠安保,SPEL.FNAM
Masterful Silver Wisdom,精通白银智慧,SPEL.FNAM
Masterful Smiting,精通重击,SPEL.FNAM
Masterful Stalking,精通潜行,SPEL.FNAM
Masterful Stolid Armor,精通钝甲,SPEL.FNAM
Masterful Sublime Wisdom,精通无上智慧,SPEL.FNAM
Masterful Sureflight,稳射精通,SPEL.FNAM
Masterful Swiftblade,精通快刀,SPEL.FNAM
Masterful Transcendant Wisdom,精通超然智慧,SPEL.FNAM
Masterful Transfiguring Wisdom,精通崇高智慧,SPEL.FNAM
Masterful Unseen Wisdom,精通隐秘智慧,SPEL.FNAM
Mastermind,首脑,FACT.RNAM
Maston,马斯顿,NPC_.FNAM
Mastrius,马斯特里乌斯,NPC_.FNAM
Mat,玛特,CEL
Mathendis,马腾迪斯,NPC_.FNAM
Mathesa,马西萨,NPC_.FNAM
Mathesa Helvi,马西萨·赫尔维,NPC_.FNAM
Mathis,马蒂斯,NPC_.FNAM
Mathis Dalobar,马蒂斯·达洛巴,NPC_.FNAM
Mathmeldi,赶出家门；流放,亚历德语。
Mathyn,马蒂恩,NPC_.FNAM
Mathyn Bemis,马蒂恩·比米斯,NPC_.FNAM
Mating Kagouti,发情的盾角蜥,CREA.FNAM
Matius,马蒂乌斯,NPC_.FNAM
Matluberib,马特鲁贝里布,NPC_.FNAM
Matreinace,马特雷纳斯,NPC_.FNAM
Matuk,马图克,NPC_.FNAM
Matuk gro-Magrish,马图克·格罗-玛格利希,NPC_.FNAM
Matus,玛图斯,NPC_.FNAM
Matus Mido,玛图斯·米多,NPC_.FNAM
Matus-Akin Egg Mine,马图斯-阿金卵矿场,CEL
Mauhul,玛胡,NPC_.FNAM
Mauhul gor-Burish,玛胡·格尔-布瑞希,NPC_.FNAM
Maul,玛乌尔,CEL|NPC_.FNAM
Maulinie,莫利尼,NPC_.FNAM
Mauloch,矛洛克,*详见Malacath词条。兽人口中的马拉卡斯。
Maurard,莫拉德,NPC_.FNAM
Maurrie,莫里,CLOT.FNAM|NPC_.FNAM
Maurrie Aurmine,莫里·奥尔敏,NPC_.FNAM
Maurrie's Left Glove,莫里的左手套,CLOT.FNAM
Maurrie's Right Glove,莫里的右手套,CLOT.FNAM
Mausur,毛瑟,NPC_.FNAM
Mausur Ababael,毛瑟·阿巴贝尔,NPC_.FNAM
Mausur Assaplit,毛瑟·阿萨普利特,NPC_.FNAM
Mausur Caverns,毛苏尔洞穴,CEL
Mavis,马维斯,NPC_.FNAM
Mavis Nadram,马维斯·纳德拉姆,NPC_.FNAM
Mavon,梅文,NPC_.FNAM
Mavon Drenim,梅文·德雷尼姆,NPC_.FNAM
Mavus,玛乌斯,NPC_.FNAM
Mavus Ules,玛乌斯·乌莱斯,NPC_.FNAM
Mawia,玛维亚,CEL
Maximus,马克西姆斯,NPC_.FNAM
Mazed Band,迷宫之戒,CLOT.FNAM
Mazorn,玛佐恩,NPC_.FNAM
Mazorn gro-Gar,玛佐恩·格罗-伽,NPC_.FNAM
Mazte,玛诗蒂,ALCH.FNAM
Maztiak,玛兹提亚克,上一世的Arkay。
Mead Hall Door,蜜酒大厅门,DOOR.FNAM
Meadow Rye,草甸黑麦,CONT.FNAM|INGR.FNAM
Meanen,米能,NPC_.FNAM
Mebastien,梅贝斯蒂安,MISC.FNAM
Mebastien's Key,梅贝斯蒂安的钥匙,MISC.FNAM
Mebestian,梅贝斯蒂安,NPC_.FNAM
Mebestian Ence,梅贝斯蒂安·恩斯,NPC_.FNAM
Mebestien,梅贝斯蒂安,ACTI.FNAM
Mebestien Ence: Trader,梅贝斯蒂安·恩斯：贸易商,CEL
Mebestien's Supplies,梅贝斯蒂安的物资供应,ACTI.FNAM
Mecilvus,梅塞留斯,NPC_.FNAM
Mecilvus Gabenagus,梅塞留斯·加贝纳古斯,NPC_.FNAM
Mede,梅德,帝国姓氏。一般指第四纪元帝国皇室。
Meder,梅德,NPC_.FNAM
Meder Nulen,梅德·纽伦,NPC_.FNAM
Medila,梅迪拉,NPC_.FNAM
Medila Indaren,梅迪拉·英达伦,NPC_.FNAM
Medium,中型,GMST.STRV
Medium Armor,中甲,GMST.STRV
Medium Corprusmeat Hunk,中型尸化腐肉块,INGR.FNAM
Medium Wrapped Corprusmeat,中型尸化腐肉,INGR.FNAM
Medresi,梅德里斯,NPC_.FNAM
Medresi Ofemalen,梅德里斯·奥弗梅伦,NPC_.FNAM
Medusa,梅杜萨,SPEL.FNAM
Medusa's Gaze,梅杜萨的凝视,SPEL.FNAM
Medyn,梅丁,NPC_.FNAM
Medyn Gilnith,梅丁·吉尔尼斯,NPC_.FNAM
Meeh-Mei,米-美,NPC_.FNAM
Meen-Sa,米-萨,NPC_.FNAM
Meer,梅尔,NPC_.FNAM
Megalommoth,巨蛾,雷曼帝国时期受基因改造用作飞船的巨型先祖圣蛾。
Meh Ayleidion,梅·亚历迪昂,一本未知古书。
Mehra,梅拉,NPC_.FNAM
Mehra Drora,梅拉·德罗拉,NPC_.FNAM
Mehra Helas,梅拉·赫拉斯,NPC_.FNAM
Mehra Milo,梅拉·米洛,NPC_.FNAM
Mehrunes,梅鲁涅斯,WEAP.FNAM
Mehrunes Dagon,梅鲁涅斯·大衮,正式名称为“至高至强的君王-大衮统治者-梅鲁涅斯”。马格努斯之子，替马格努斯执行其毁灭侧的意志。
Mehrunes Dagon Statue Talker,梅鲁涅斯·大衮雕像谈话者,ACTI.FNAM
Mehrunes' Razor,梅鲁涅斯的剃刀,WEAP.FNAM
Melar,梅拉,NPC_.FNAM
Melar Baram,梅拉·巴拉姆,NPC_.FNAM
Meld,流放,流放，加-i为复数。
Meldi,人民,亚历德语，伐莫语。
Meldor,梅尔多,NPC_.FNAM
Meldor: Armorer,梅尔多：护甲商,CEL|ACTI.FNAM
Melie,梅莉,NPC_.FNAM
Melie Frenck,梅莉·弗兰克,NPC_.FNAM
Mels,梅尔斯,NPC_.FNAM
Melsu,梅尔苏,NPC_.FNAM
Melsu Indalas,梅尔苏·英达拉斯,NPC_.FNAM
Melur,梅鲁,NPC_.FNAM
Melur Savil,梅鲁·萨维尔,NPC_.FNAM
Meluria,梅鲁里娅,CEL|NPC_.FNAM
Meluria Seleth,梅鲁里娅·塞莱斯,NPC_.FNAM
Meluria Seleth's House,梅鲁里娅·塞莱斯的房子,CEL
Melvona,梅尔沃娜,NPC_.FNAM
Melvona Marvayn,梅尔沃娜·马文,NPC_.FNAM
Melvuli,梅尔乌莉,NPC_.FNAM
Melvuli Hlaalu,梅尔乌莉·哈拉鲁,NPC_.FNAM
Melvure,梅尔维尔,NPC_.FNAM
Melvure Rindu,梅尔维尔·林杜,NPC_.FNAM
Memorial Cave,纪念洞穴,
Memospore,记忆孢,高度神秘的装置，梦袖通讯的一种手段。
Men-of-Keptu-quey,克普图-奎之民,卡特诺奎群岛上的人类，可能与尼德人有关。
Men-of-Kreath,克瑞斯部落,生活在佛克瑞斯的尼德部落，后被诺德人暴力驱逐。
Menanius,梅纳纽斯,NPC_.FNAM
Menas,米娜斯,CEL|NPC_.FNAM
Menas' House,米娜斯的房子,CEL
Mencele,门塞勒,NPC_.FNAM
Mendel,孟德尔,NPC_.FNAM
Mendel Eves,孟德尔·伊夫斯,NPC_.FNAM
Mendras,芒德拉,CREA.FNAM
Mene,梅尼,NPC_.FNAM
Menelin,梅妮琳,NPC_.FNAM
Menelras,梅内拉斯,NPC_.FNAM
Menevia,梅涅维亚,高岩南部城市，位临髂骨湾-风暴港内。
Menta,曼塔,CREA.FNAM|MISC.FNAM
Menta Na,曼塔·纳,CREA.FNAM
Menta Na's Key,曼塔·纳的钥匙,MISC.FNAM
Mentor,导师,CLOT.FNAM
Mentor's Ring,导师之戒,CLOT.FNAM
Menus,梅努斯|菜单,CEL|GMST.STRV|NPC_.FNAM
Menus Felas,梅努斯·费拉斯,NPC_.FNAM
Menus Felas's Farmhouse,梅努斯·费拉斯的农舍,CEL
Mephala,梅法拉,SPEL.FNAM|WEAP.FNAM
Mephala Shrine Talker,梅法拉圣祠谈话者,ACTI.FNAM
Mephala's Skill,梅法拉的技艺,SPEL.FNAM
Mephala's Teacher,梅法拉的教诲,WEAP.FNAM
Mer,精灵,奥德莫语。可能存在MARE的发音。1.民族|2.群众
Mer-Pride's End,凡荣之终,*详见Mehrunes Dagon词条。
Meralyn,梅拉琳,NPC_.FNAM
Meralyn Othan,梅拉琳·奥森,NPC_.FNAM
Merard,梅拉德,NPC_.FNAM
Merard Geves,梅拉德·格维斯,NPC_.FNAM
Mercantile,贸易,GMST.STRV
Merchant,商人,CLAS.FNAM
Mercius,默西乌斯,NPC_.FNAM
Mercy,仁慈,SPEL.FNAM
Merethic Era,精灵纪元,又称“神话纪元”，在黎明纪元和第一纪元之间。
Merian,梅里安,NPC_.FNAM
Meric,梅里克,NPC_.FNAM
Merid-Nunda,美瑞德-南妲,九曜之一，红曜。即美瑞蒂亚，与光有关。
Meridia,美瑞蒂亚,迪德拉大君之一，马格努斯之“女”，大衮之“姊妹”，希望彻底毁灭奈恩，与渴望以病态方式保护奈恩的莫拉格·巴尔对立。
Meril,梅里尔,NPC_.FNAM
Meril Hlaano,梅里尔·哈拉诺,NPC_.FNAM
Meris,梅利斯,SPEL.FNAM
Meris' Warding,梅利斯的守护,SPEL.FNAM
Meris's Warding,梅利斯之守护,SPEL.FNAM
Merisan Club,梅瑞森棍棒,WEAP.FNAM
Merisan Cuirass,梅瑞森胸甲,ARMO.FNAM
Merisan Helm,梅瑞森头盔,ARMO.FNAM
Mero,梅罗,NPC_.FNAM
Merrunz,梅伦兹,卡吉特神话中对应梅鲁涅斯·大衮的神。也被称作“戴衮”（Daegon）、“火猫”（Fire-Cat）、“恶魔猫”（Demon Cat）。
Merta,梅塔,NPC_.FNAM
Merthierry,梅蒂埃里,NPC_.FNAM
Merthierry Laelippe,梅蒂埃里·莱利佩,NPC_.FNAM
Mertis,莫提斯,NPC_.FNAM
Mertis Falandas,莫提斯·法兰达斯,NPC_.FNAM
Mertisi,梅尔蒂西,NPC_.FNAM
Mertisi Andavel,梅尔蒂西·安达维尔,NPC_.FNAM
Mervis,梅尔维斯,NPC_.FNAM
Mervs,梅尔夫斯,NPC_.FNAM
Mervs Uvayn,梅尔夫斯·乌万,NPC_.FNAM
Meryaran,梅亚兰,NPC_.FNAM
Meryn,梅林,NPC_.FNAM
Meryn Othralas,梅林·奥塞拉斯,NPC_.FNAM
Merys,梅里斯,NPC_.FNAM
Message from Dagoth Ur,来自达格斯·乌尔的讯息,BOOK.FNAM
Message from Master Aryon,阿里昂大师的消息,BOOK.FNAM
Messenger Scroll,信使卷轴,BOOK.FNAM
Metal Bucket,金属篮子,MISC.FNAM
Metal Door,金属门,DOOR.FNAM
Metana,拿；带来,亚历德语。
Meteor Slime,流星泥,INGR.FNAM
Meteoric Iron,陨铁,在锻造附魔武器和盔甲方面性能优越，亚历德将其大量用作建材。
Meteors,流星,对shooting stars流星的称呼，是光界掉下的碎片，掉在地上的“陨石”也有称为Aetherial Fragments神光碎片。
Methal,梅沙尔,NPC_.FNAM
Methal Seran,梅沙尔·瑟然,NPC_.FNAM
Methas,梅萨斯,CLOT.FNAM|NPC_.FNAM
Methas Hlaalu,梅萨斯·哈拉鲁,NPC_.FNAM
Methas Hlaalu's Amulet,梅萨斯·哈拉鲁的护符,CLOT.FNAM
Methulu,梅苏鲁,NPC_.FNAM
Methulu Ienith,梅苏鲁·伊尼思,NPC_.FNAM
Mette,梅特,CEL|MISC.FNAM|NPC_.FNAM
Mette's House,梅特的房子,CEL
Mette's Key,梅特的钥匙,MISC.FNAM
Mevel,梅维尔,NPC_.FNAM
Mevel Fererus,梅维尔·费勒鲁斯,NPC_.FNAM
Mevel Fererus: Trader,梅维尔·费勒鲁斯：贸易商,CEL|ACTI.FNAM
Meven,玛雯,NPC_.FNAM
Meven Uvaren,玛雯·乌瓦伦,NPC_.FNAM
Mevil,梅维尔,NPC_.FNAM
Mevil Molor,梅维尔·摩洛尔,NPC_.FNAM
Mevrenea,梅芙雷尼娅,NPC_.FNAM
Mevrenea Aryon,梅芙雷尼娅·阿里昂,NPC_.FNAM
Mevure,梅芙,NPC_.FNAM
Mevure Hlen,梅芙·海伦,NPC_.FNAM
Mevureius,梅夫赖乌斯,CEL|NPC_.FNAM
Mezalf,梅扎尔夫,CREA.FNAM
MHARA,玛砬,*详见Mara词条。锻莫叙事中的玛拉，此情况下该词通常必须大写。
Mi-Ilu,米-伊鲁,NPC_.FNAM
Mi-Ilu Massitisun,米-伊鲁·马斯提松,NPC_.FNAM
Miara,米亚拉,NPC_.FNAM
Miara Viake,米亚拉·维亚克,NPC_.FNAM
Mibdinahaz,米布迪纳哈兹,NPC_.FNAM
Mibdinahaz Addunipu,米布迪纳哈兹·阿杜尼普,NPC_.FNAM
Mibishanit,米比沙尼特,NPC_.FNAM
Mico,米可,NPC_.FNAM
Mid Year,年中月,GMST.STRV
Midar,米达尔,NPC_.FNAM
Midar Aravel,米达尔·阿拉维尔,NPC_.FNAM
Middas,星期三,上古卷轴世界观中的周三。
Middle Dawn,中之黎明,指代马鲁卡提受选者教派发动龙破的一段时间。虽然该事件大致发生在纪元中叶，但Middle的本意指“循环之中”而非“纪元中叶“，因此不建议译为”纪中黎明“。
Midnabi,米德那比,NPC_.FNAM
Midnabi Sobdishapal,米德那比·索迪夏普,NPC_.FNAM
Mido,米多,NPC_.FNAM
Midyear,年中月,对应现实的六月。阿尔贡杰尔语称之为希斯特-佐科（Hist-Tsoko），意思是长者希斯特（Elder Hist）。
Mila-Nipal,米拉-尼帕尔,CEL
Milah,米拉,NPC_.FNAM
Milar,米拉尔,NPC_.FNAM
Milar Maryon,米拉尔·马里昂,NPC_.FNAM
Milara,米拉拉,CEL|NPC_.FNAM
Milara Vedran,米拉拉·韦德兰,NPC_.FNAM
Milara Vedran's House,米拉拉·韦德兰的房子,CEL
Milbereth,米尔贝雷斯,NPC_.FNAM
Miles,迈尔斯,NPC_.FNAM
Miles Gloriosus,迈尔斯·格洛里索斯,NPC_.FNAM
Milie,米莉,NPC_.FNAM
Milie Hastien,米莉·哈斯蒂安,NPC_.FNAM
Milie Hastien: Fine Clothier,米莉·哈斯蒂安：优质服饰商,CEL|ACTI.FNAM
Milielle,米利尔,NPC_.FNAM
Milk,米克,CEL
Milk Finger,喷射乳浊之指，暗示阳具，一般特指诞生维威克的重要道具。,
Milo,米洛,CEL|MISC.FNAM|NPC_.FNAM
Milo's Quarters,米洛的宿舍,CEL
Milo's Quarters Key,米洛的宿舍钥匙,MISC.FNAM
Milos,米洛斯,NPC_.FNAM
Mils,米尔斯,NPC_.FNAM
Mils Andrethi,米尔斯·安德雷西,NPC_.FNAM
Miluru,米路鲁,NPC_.FNAM
Miluru Andus,米路鲁·安杜斯,NPC_.FNAM
Milvela,米尔维拉,CONT.FNAM|NPC_.FNAM
Milvela Dralen,米尔维拉·达拉伦,NPC_.FNAM
Milvela Dralen's Chest,米尔维拉·达拉伦的箱子,CONT.FNAM
Milvonu,米沃努,NPC_.FNAM
Milvonu Terandas,米沃努·特兰达斯,NPC_.FNAM
Milyn,米林,BOOK.FNAM|NPC_.FNAM
Milyn Faram,米林·法拉姆,NPC_.FNAM
Milyn Faram's Scroll,米林·法拉姆的卷轴,BOOK.FNAM
Milynea,米莉妮娅,NPC_.FNAM
Milynea Andrethi,米莉妮娅·安德雷西,NPC_.FNAM
Mim-Jeen,米姆-捷恩,NPC_.FNAM
Mimanu,米玛努,NPC_.FNAM
Mimanu Zeba-Adad,米玛努·泽巴-阿达德,NPC_.FNAM
Minabi,米纳比,CEL
Minabi Slave Key,米纳比奴隶钥匙,MISC.FNAM
Minabibi,米那比比,NPC_.FNAM
Minabibi Assardarainat,米那比比·阿萨德莱纳特,NPC_.FNAM
Minasi,米纳西,NPC_.FNAM
Minasi Bavani,米纳西·巴瓦尼,NPC_.FNAM
Minassour,米纳苏尔,CEL|NPC_.FNAM
Minassour's Yurt,米纳苏尔的帐篷,CEL
Mindeli,明德利,NPC_.FNAM
Mindeli Saren,明德利·萨伦,NPC_.FNAM
Mine,矿场,CEL
Mine Entrance,矿场入口,CEL
Mine Shaft Door,矿井门,DOOR.FNAM
Minedhel,米内德赫尔,NPC_.FNAM
Miner,矿工|迈纳,CLAS.FNAM|NPC_.FNAM
Miner Arobar,迈纳·阿罗巴,NPC_.FNAM
Miner Gor,矿工戈尔,NPC_.FNAM
Miner Juillen,矿工尤伦,NPC_.FNAM
Miner Kati,矿工卡提,NPC_.FNAM
Miner Lisaa,矿工丽莎,NPC_.FNAM
Miner's Pick,矿工镐,WEAP.FNAM
Minglos,明洛斯,NPC_.FNAM
Mingo Cave,明戈洞穴,
Miniel,米尼埃尔,NPC_.FNAM
Mining Bunkhouse,矿场棚屋,CEL
Mining Camp,采矿营地,CEL
Mining Company Office,矿业公司办公室,CEL
Mining Guard Tower,矿场卫兵塔,CEL
Minion,爪牙,FACT.RNAM
Ministry of Truth,真理部,CEL
Ministry of Truth Cell Key,真理部牢房钥匙,MISC.FNAM
Ministry of Truth Entrance,真理部的入口,MISC.FNAM
Ministry of Truth Key,真理部的钥匙,MISC.FNAM
Ministry of Truth Sector Key,真理部管制区钥匙,MISC.FNAM
Minisun,米尼孙,NPC_.FNAM
Minisun Ulirbabi,米尼孙·乌利尔巴比,NPC_.FNAM
Minnibi,明尼比,NPC_.FNAM
Minnibi Selkin-Adda,明尼比·希尔金-阿达,NPC_.FNAM
Minor Skills,辅修技能,GMST.STRV
Minotaur,牛头人,
Mir Corrup,米尔·科鲁普,西罗帝尔内陆的一个以温泉疗养著名的城市。
Miraak,秘拉克,初代龙裔。名字在龙语中意为“忠诚的向导”（Allegiance Guide）。
Miraso,米拉索,NPC_.FNAM
Miraso Seran,米拉索·瑟然,NPC_.FNAM
Mirathrernenum,米拉瑟尼鲁姆,NPC_.FNAM
Mirel,米雷尔,NPC_.FNAM
Mirisa,米丽莎,NPC_.FNAM
Mirkrand,米克兰德,NPC_.FNAM
Mirnelea,米内利娅,NPC_.FNAM
Mirnelea Terilu,米内利娅·特里卢,NPC_.FNAM
Miron,米隆,CEL|NPC_.FNAM
Miron Garer,米隆·加勒,NPC_.FNAM
Miron Garer's Shack,米隆·加勒的小屋,CEL
Mirpal,米帕,NPC_.FNAM
Mirror,镜,SPEL.FNAM
Mirshamammu,米尔沙玛姆,NPC_.FNAM
Mirvon,米尔文,NPC_.FNAM
Mirvon Andrethi,米尔文·安德雷西,NPC_.FNAM
Miscarcand,密斯卡坎德,重要亚历德城邦，位于科洛维亚。
"Miscarcand, Morimath","密斯卡坎德, 墨里玛斯",""
"Miscarcand, Sel Vanua","密斯卡坎德, 塞尔·瓦努阿",""
Misfortunate Touch,厄运之触,SPEL.FNAM
Misfortune,厄运术,SPEL.FNAM
Missamsi,米萨姆西,CEL|NPC_.FNAM
Missamsi Timmiriran,米萨姆西·蒂米里兰,NPC_.FNAM
Mission to Vivec -- from Caius,凯乌斯的指示 -- 维威克城的任务,BOOK.FNAM
Missir-Dadalit Egg Mine,米瑟-达达利特卵矿场,CEL
Missun,米松,CEL|NPC_.FNAM
Missun Akin,米松·阿金,NPC_.FNAM
Missun Akin's Hut,米松·阿金的小屋,CEL
Missun Hainterari,米松·海特拉里,NPC_.FNAM
Mistress Brara Morvayn,布拉拉·莫文夫人,NPC_.FNAM
Mistress of the Untraveled Road,未曾涉足道途之主,*详见Ithelia词条。
Mistwatch,迷雾塔楼,迷雾塔楼是天际省裂谷领的一个要塞，常年被强盗占据。
Mitanne,米坦妮,NPC_.FNAM
Mitanne Limax,米坦妮·利马克斯,NPC_.FNAM
Mithril,秘银,
Mitta,进入,亚历德语。
Miun-Gei,缪恩-格,NPC_.FNAM
Miun-Gei: Enchanter,缪恩-格：附魔师,CEL|ACTI.FNAM
Mivanu,米瓦努,NPC_.FNAM
Mivanu Andrelo,米瓦努·安德雷罗,NPC_.FNAM
Mivanu Retheran,米瓦努·雷瑟兰,NPC_.FNAM
Mivul,米乌尔,NPC_.FNAM
Mivul Urvon,米乌尔·厄丰,NPC_.FNAM
Mixed Unit Tactics v1,《混合兵种作战策略·卷一》,BOOK.FNAM
Mnemo-Li,妮莫-莉,九曜之一，蓝曜，名字意为“记忆”。与龙破有关。
Mnemofex,讷莫菲克斯,高岩的一种字形，可能意为“记忆之语”。
Mochtuis,莫克图伊斯,NPC_.FNAM
Moesring,莫斯林,索瑟泰姆西北山脉，雪精灵与诺德人的决战之地。
Mogak,莫噶克,NPC_.FNAM
Mogak gra-Ugruma,莫噶克·格拉-乌格鲁玛,NPC_.FNAM
Moghakh,莫格哈克,NPC_.FNAM
Moghakh gro-Bagdub,莫格哈克·格罗-巴格杜布,NPC_.FNAM
Moghakh gro-Bar,莫格哈克·格罗-巴,NPC_.FNAM
Mol,莫尔,NPC_.FNAM
Mol gro-Shat,莫尔·格罗-夏特,NPC_.FNAM
Molag,莫拉格,CREA.FNAM
Molag Amur Region,莫拉格阿穆尔地区,REGN.FNAM
Molag Bal,莫拉格·巴尔,
Molag Bal Statue Talker,莫拉格·巴尔雕像谈话者,ACTI.FNAM
Molag Grunda,莫拉格·格伦达,CREA.FNAM
Molag Mar,莫拉格-玛尔,CEL|ACTI.FNAM
Molag Mar Slave Key,莫拉格-玛尔奴隶钥匙,MISC.FNAM
Molavar,莫拉瓦,亚历德语或奥德莫瑞语，意为“火之口”，位于艾琳希尔西方。
Mollimo of Cloudrest,云息城的摩利莫,NPC_.FNAM
Molor,摩洛尔,NPC_.FNAM
Molos,莫洛斯,CREA.FNAM
Molvirian,莫尔维利安,NPC_.FNAM
Molvirian Palenix,莫尔维利安·帕伦尼克斯,NPC_.FNAM
Mon,蒙,NPC_.FNAM
Monahven,莫纳汶,世界之喉在龙族中的叫法，由龙语Monah+ven组成，意为“Mother Wind”。
Mondros,蒙德罗斯,NPC_.FNAM
Mondros Balur,蒙德罗斯·巴卢,NPC_.FNAM
Mongrel's Tooth Cave,杂种之牙洞穴,地名。
Moniel,莫尼尔,NPC_.FNAM
Monk,僧侣,CLAS.FNAM|GMST.STRV
Monkey Folk,猴人,*详见Imga词条。
Monkey Truth,猴之真理,零之圣殿结社所信奉的哲学。
Monsey,蒙西,NPC_.FNAM
Monthadan,蒙达丹,NPC_.FNAM
Moon Sugar,月亮糖,INGR.FNAM
Moon-and-Star,星与月,BOOK.FNAM|CLOT.FNAM
Mooncalf,双月之雏,SPEL.FNAM
Mooneye,暗月之眼,SPEL.FNAM
Moonmoth Legion Fort,月蛾军团要塞,CEL|ACTI.FNAM
Moonshadow,皎月之影,SPEL.FNAM
Mor Naril,墨尔·纳瑞尔,亚历德语，意为“最终之暗”，一个迪德拉神祠城邦。
Morag Tong,莫拉格堂,FACT.FNAM
Morag Tong Guild,莫拉格堂公会,CEL
Morag Tong Guildhall,莫拉格堂公会大厅,CEL
Morag Tong Helm,莫拉格堂头盔,ARMO.FNAM
Moraga,解放,亚历德语。
Morahame,莫拉哈默,亚历德语，意为“森林之家”或“冥魔之家”，布拉维尔东部一处小型亚历德遗迹。
Moran,莫兰,NPC_.FNAM
Moranarg,莫拉纳格,NPC_.FNAM
Moranda,墨兰达,亚历德语，意为“长暗”，位于科洛尔和布鲁玛之间的一座中型亚历德遗迹。
Moranda Abaspania,墨兰达-阿巴斯帕尼亚,位于墨安达遗迹内，可能意为“禁忌边境”。
Moranda Aratasel,墨兰达-阿拉塔塞尔,亚历德语，意为“真理与高贵之厅”，位于墨安达遗迹内。
Moravagarlis,墨拉瓦加利斯,亚历德语，可能意为“深渊黑暗”，不知道uesp是怎么认定avagarlis＝depth的，我是只能看出garlis可能是garlas的复数。，一处亚历德遗迹。
Morbash,莫巴什,NPC_.FNAM
Morbash gro-Shagdub,莫巴什·格罗-沙格杜布,NPC_.FNAM
Moren,莫伦,NPC_.FNAM
Moria,莫里娅,NPC_.FNAM
Moria Uulentanus,莫里娅·乌伦塔努斯,NPC_.FNAM
Moriche,墨里切,*详见Dunmer词条。亚历德语。即丹莫。
